year,age,sex,exposure,deaths,mortality_rate,age_group
1990,0,Female,196151.01,1204.95565443,0.006143,0
1990,0,Male,206112.79,1566.04497842,0.007598,0
1990,1,Female,188809.77,90.06226029,4.77e-4,1-4
1990,1,Male,197966.47,118.97784847,6.01e-4,1-4
1990,2,Female,183362.16,63.99339384,3.49e-4,1-4
1990,2,Male,192232.97,85.92813759,4.47e-4,1-4
1990,3,Female,185336.68,45.03681324,2.43e-4,1-4
1990,3,Male,194161.68,67.956588,3.5e-4,1-4
1990,4,Female,188606.75,39.984631,2.12e-4,1-4
1990,4,Male,198210.03,46.975777109999996,2.37e-4,1-4
1990,5,Female,187570.63,29.073447650000002,1.55e-4,5-14
1990,5,Male,197611.06,47.031432280000004,2.38e-4,5-14
1990,6,Female,187173.72,40.05517608,2.14e-4,5-14
1990,6,Male,197267.26,46.94960788,2.38e-4,5-14
1990,7,Female,186354.24,30.00303264,1.61e-4,5-14
1990,7,Male,196586.63,46.00127142,2.34e-4,5-14
1990,8,Female,186875.73,34.94576151,1.87e-4,5-14
1990,8,Male,196901.01,34.06387473,1.73e-4,5-14
1990,9,Female,187949.79,30.071966400000004,1.6e-4,5-14
1990,9,Male,197852.35,45.9017452,2.32e-4,5-14
1990,10,Female,184874.47,24.0336811,1.3e-4,5-14
1990,10,Male,194685.79,46.91927539,2.41e-4,5-14
1990,11,Female,182583.73,27.02239204,1.48e-4,5-14
1990,11,Male,192556.78,41.977378040000005,2.18e-4,5-14
1990,12,Female,180688.04,33.065911320000005,1.83e-4,5-14
1990,12,Male,190224.83,46.98553301,2.47e-4,5-14
1990,13,Female,181519.84,31.947491839999998,1.76e-4,5-14
1990,13,Male,190820.96,49.99509152,2.62e-4,5-14
1990,14,Female,184630.09,50.034754389999996,2.71e-4,5-14
1990,14,Male,194419.55,76.99014179999999,3.96e-4,5-14
1990,15,Female,184055.83,50.983464909999995,2.77e-4,15-24
1990,15,Male,194376.91,98.93784719,5.09e-4,15-24
1990,16,Female,181742.21,53.06872532,2.92e-4,15-24
1990,16,Male,192262.35,154.9634541,8.06e-4,15-24
1990,17,Female,185110.36,71.08237824,3.84e-4,15-24
1990,17,Male,196139.59,166.91479109,8.51e-4,15-24
1990,18,Female,189858.05,77.0823683,4.06e-4,15-24
1990,18,Male,200264.18,223.09429652,0.001114,15-24
1990,19,Female,201224.9,58.9588957,2.93e-4,15-24
1990,19,Male,210790.6,271.0767116,0.001286,15-24
1990,20,Female,201356.66,66.04498448,3.28e-4,15-24
1990,20,Male,210242.35,241.98894485,0.001151,15-24
1990,21,Female,201627.78,90.93412878000001,4.51e-4,15-24
1990,21,Male,209166.46,266.05973711999997,0.001272,15-24
1990,22,Female,203884.73,74.01015699,3.63e-4,15-24
1990,22,Male,210549.22,240.0261108,0.00114,15-24
1990,23,Female,211655.4,78.100842600000007,3.69e-4,15-24
1990,23,Male,218176.73,248.06694201000002,0.001137,15-24
1990,24,Female,224604.2,73.8947818,3.29e-4,15-24
1990,24,Male,231529.46,235.0024019,0.001015,15-24
1990,25,Female,243024.97,76.06681561,3.13e-4,25-34
1990,25,Male,250481.93,295.06771354,0.001178,25-34
1990,26,Female,251550.53,107.91517737000001,4.29e-4,25-34
1990,26,Male,259248.41,293.98769694000003,0.001134,25-34
1990,27,Female,257834.83,110.09547241,4.27e-4,25-34
1990,27,Male,264223.68,276.90641664000003,0.001048,25-34
1990,28,Female,257498.64,99.90947232,3.88e-4,25-34
1990,28,Male,263154.31,291.04866685999997,0.001106,25-34
1990,29,Female,260023.09,119.87064448999999,4.61e-4,25-34
1990,29,Male,264925.03,305.98840965000005,0.001155,25-34
1990,30,Female,257025.46,132.11108644,5.14e-4,25-34
1990,30,Male,260855.02,335.98126576,0.001288,25-34
1990,31,Female,255856.7,154.0257334,6.02e-4,25-34
1990,31,Male,259078.57,315.03954112,0.001216,25-34
1990,32,Female,253095.04,154.89416448,6.12e-4,25-34
1990,32,Male,255947.27,375.98653963,0.001469,25-34
1990,33,Female,250366.78,145.96383274,5.83e-4,25-34
1990,33,Male,252237.31,324.12494334999997,0.001285,25-34
1990,34,Female,243152.06,157.07623076,6.46e-4,25-34
1990,34,Male,244257.54,372.00423342000005,0.001523,25-34
1990,35,Female,242336.92,165.03144252,6.81e-4,35-44
1990,35,Male,242372.55,381.9791388,0.001576,35-44
1990,36,Female,236772.21,189.89131242,8.02e-4,35-44
1990,36,Male,235681.53,363.89228232,0.001544,35-44
1990,37,Female,227625.04,193.02603392,8.48e-4,35-44
1990,37,Male,226637.04,390.948894,0.001725,35-44
1990,38,Female,219681.57,192.00169218,8.74e-4,35-44
1990,38,Male,219929.65,394.99365140000003,0.001796,35-44
1990,39,Female,216828.68,184.08754932,8.49e-4,35-44
1990,39,Male,218014.22,371.06020244,0.001702,35-44
1990,40,Female,211805.72,207.99321704000002,9.82e-4,35-44
1990,40,Male,213307.29,412.96291344,0.001936,35-44
1990,41,Female,209789.39,242.93611362000001,0.001158,35-44
1990,41,Male,211309.92,443.96214192,0.002101,35-44
1990,42,Female,207745.81,244.93230999,0.001179,35-44
1990,42,Male,210033.72,444.01128408,0.002114,35-44
1990,43,Female,207943.34,258.05768494,0.001241,35-44
1990,43,Male,210814.95,470.9605983,0.002234,35-44
1990,44,Female,182616.39,281.04662421,0.001539,35-44
1990,44,Male,185748.17,461.02695794,0.002482,35-44
1990,45,Female,171359.04,258.06671424,0.001506,45-54
1990,45,Male,174794.33,485.05426575,0.002775,45-54
1990,46,Female,165541.08,298.96719048,0.001806,45-54
1990,46,Male,168922.86,505.07935139999995,0.00299,45-54
1990,47,Female,160772.7,323.9569905,0.002015,45-54
1990,47,Male,164065.16,592.93148824,0.003614,45-54
1990,48,Female,150650.96,352.07129352,0.002337,45-54
1990,48,Male,153626.88,592.9997568,0.00386,45-54
1990,49,Female,145446.41,374.96084498,0.002578,45-54
1990,49,Male,147879.6,595.954788,0.00403,45-54
1990,50,Female,135796.51,387.97062907000003,0.002857,45-54
1990,50,Male,137977.96,658.9827369599999,0.004776,45-54
1990,51,Female,133105.5,374.026455,0.00281,45-54
1990,51,Male,135157.48,724.98472272,0.005364,45-54
1990,52,Female,128074.46,402.02572994,0.003139,45-54
1990,52,Male,129652.71,750.0409273500001,0.005785,45-54
1990,53,Female,125150.47,440.02905252,0.003516,45-54
1990,53,Male,126090.58,776.97015396,0.006162,45-54
1990,54,Female,125030.48,567.0132268,0.004535,45-54
1990,54,Male,125493.03,856.99190187,0.006829,45-54
1990,55,Female,123538.23,496.99429928999996,0.004023,55-64
1990,55,Male,123383.18,992.0007671999999,0.00804,55-64
1990,56,Female,121555.69,586.01998149,0.004821,55-64
1990,56,Male,121491.36,1061.95597776,0.008741,55-64
1990,57,Female,124602.28,703.0060637600001,0.005642,55-64
1990,57,Male,124269.94,1200.9447001600001,0.009664,55-64
1990,58,Female,125143.51,731.96438999,0.005849,55-64
1990,58,Male,124233.34,1294.0144694399999,0.010416,55-64
1990,59,Female,125515.61,775.05889175,0.006175,55-64
1990,59,Male,123243.85,1385.0143863,0.011238,55-64
1990,60,Female,125096.48,830.0151448,0.006635,55-64
1990,60,Male,121422.71,1520.9408654600002,0.012526,55-64
1990,61,Female,122038.52,901.01039316,0.007383,55-64
1990,61,Male,116510.78,1768.98317274,0.015183,55-64
1990,62,Female,121576.91,1015.0456215900001,0.008349,55-64
1990,62,Male,114130.54,1867.9745481799998,0.016367,55-64
1990,63,Female,120615.91,1061.05816027,0.008797,55-64
1990,63,Male,110700.54,1947.0010975199998,0.017588,55-64
1990,64,Female,121563.21,1202.9895261600002,0.009896,55-64
1990,64,Male,108742.99,2134.95112267,0.019633,55-64
1990,65,Female,120742.69,1297.9839175,0.01075,65-74
1990,65,Male,105521.9,2255.9527000999997,0.021379,65-74
1990,66,Female,118019.81,1441.96603858,0.012218,65-74
1990,66,Male,100855.03,2277.00401231,0.022577,65-74
1990,67,Female,116355.6,1460.9609136,0.012556,65-74
1990,67,Male,97637.71,2459.0057263500003,0.025185,65-74
1990,68,Female,115819.13,1649.9593259800001,0.014246,65-74
1990,68,Male,95525.01,2683.96620597,0.028097,65-74
1990,69,Female,111736.72,1757.95381576,0.015733,65-74
1990,69,Male,90776.68,2670.01448884,0.029413,65-74
1990,70,Female,103735.13,1817.95815325,0.017525,65-74
1990,70,Male,82843.32,2804.99197188,0.033859,65-74
1990,71,Female,93694.18,1750.95683584,0.018688,65-74
1990,71,Male,73367.41,2669.9867847200003,0.036392,65-74
1990,72,Female,87359.11,1897.0030736500003,0.021715,65-74
1990,72,Male,67414.46,2725.97110456,0.040436,65-74
1990,73,Female,84609.67,1899.99474952,0.022456,65-74
1990,73,Male,64157.7,2790.9882654,0.043502,65-74
1990,74,Female,83020.39,2149.97903983,0.025897,65-74
1990,74,Male,61846.91,2973.97051426,0.048086,65-74
1990,75,Female,81449.17,2363.00332004,0.029012,75-84
1990,75,Male,59363.34,3125.00494428,0.052642,75-84
1990,76,Female,77444.03,2468.99312043,0.031881,75-84
1990,76,Male,55147.65,3204.02331735,0.058099,75-84
1990,77,Female,71659.63,2476.98677058,0.034566,75-84
1990,77,Male,49841.18,3279.00139102,0.065789,75-84
1990,78,Female,65989.32,2550.02529276,0.038643,75-84
1990,78,Male,44542.51,3056.0170685900002,0.068609,75-84
1990,79,Female,61071.6,2744.0080596,0.044931,75-84
1990,79,Male,39923.61,3034.9928322,0.07602,75-84
1990,80,Female,54336.91,2754.01194644,0.050684,75-84
1990,80,Male,34325.19,3085.01077644,0.089876,75-84
1990,81,Female,49572.79,2767.00441943,0.055817,75-84
1990,81,Male,30119.69,2862.00306349,0.095021,75-84
1990,82,Female,45248.87,2889.00460289,0.063847,75-84
1990,82,Male,26348.59,2743.99485978,0.104142,75-84
1990,83,Female,40276.49,2903.00856973,0.072077,75-84
1990,83,Male,22337.43,2513.00554986,0.112502,75-84
1990,84,Female,36125.56,2900.99084468,0.080303,75-84
1990,84,Male,19117.22,2489.9987877800004,0.130249,75-84
1990,85,Female,32121.39,2821.99259706,0.087854,85+
1990,85,Male,16513.17,2203.0054965299996,0.133409,85+
1990,86,Female,28104.76,2625.01268876,0.093401,85+
1990,86,Male,13894.1,1973.0038823,0.142003,85+
1990,87,Female,24313.06,2622.99016504,0.107884,85+
1990,87,Male,11538.45,1856.998143,0.16094,85+
1990,88,Female,20332.61,2403.00951285,0.118185,85+
1990,88,Male,9213.19,1583.0010926100001,0.171819,85+
1990,89,Female,17405.9,2375.0002432000006,0.136448,85+
1990,89,Male,7352.57,1371.00431762,0.186466,85+
1990,90,Female,14495.85,2182.0023171,0.150526,85+
1990,90,Male,5741.51,1159.99745587,0.202037,85+
1990,91,Female,11777.93,1942.00398805,0.164885,85+
1990,91,Male,4324.34,976.9981362,0.22593,85+
1990,92,Female,9661.87,1757.0013976300002,0.181849,85+
1990,92,Male,3290.38,784.00213298,0.238271,85+
1990,93,Female,7680.36,1550.0041730399998,0.201814,85+
1990,93,Male,2442.74,672.9992973999999,0.27551,85+
1990,94,Female,6023.66,1344.99894676,0.223286,85+
1990,94,Male,1840.28,505.0004362,0.274415,85+
1990,95,Female,4509.89,1111.0023817200001,0.246348,85+
1990,95,Male,1394.32,458.00065631999996,0.328476,85+
1990,96,Female,3323.18,861.0027061999999,0.25909,85+
1990,96,Male,992.59,317.99903607000005,0.320373,85+
1990,97,Female,2454.54,676.9989500999999,0.275815,85+
1990,97,Male,707.39,250.99894935999998,0.354824,85+
1990,98,Female,1765.51,543.0002556,0.30756,85+
1990,98,Male,481.83,209.99837804999999,0.435835,85+
1990,99,Female,1234.13,433.00191528000005,0.350856,85+
1990,99,Male,333.55,120.99893155000001,0.362761,85+
1990,100,Female,804.61,298.00099187,0.370367,85+
1990,100,Male,218.33,86.99861009000001,0.398473,85+
1991,0,Female,197265.85,1141.97200565,0.005789,0
1991,0,Male,207336.91,1434.97875411,0.006921,0
1991,1,Female,197531.06,81.9753899,4.15e-4,1-4
1991,1,Male,207170.02,110.00728061999999,5.31e-4,1-4
1991,2,Female,190014.06,48.07355718,2.53e-4,1-4
1991,2,Male,199444.43,80.97443858,4.06e-4,1-4
1991,3,Female,185261.49,45.94484952,2.48e-4,1-4
1991,3,Male,194053.81,53.94695917999999,2.78e-4,1-4
1991,4,Female,187249.9,28.087484999999997,1.5e-4,1-4
1991,4,Male,195928.24,53.09655303999999,2.71e-4,1-4
1991,5,Female,188868.59,43.06203852,2.28e-4,5-14
1991,5,Male,198249.2,50.9500444,2.57e-4,5-14
1991,6,Female,189856.3,38.9205415,2.05e-4,5-14
1991,6,Male,199654.79,47.9171496,2.4e-4,5-14
1991,7,Female,188746.2,22.0833054,1.17e-4,5-14
1991,7,Male,198642.84,25.02899784,1.26e-4,5-14
1991,8,Female,187673.91,30.96619515,1.65e-4,5-14
1991,8,Male,197531.4,33.9754008,1.72e-4,5-14
1991,9,Female,188406.33,19.02903933,1.01e-4,5-14
1991,9,Male,197998.01,37.02562787,1.87e-4,5-14
1991,10,Female,188768.89,23.97364903,1.27e-4,5-14
1991,10,Male,198531.93,33.94896003,1.71e-4,5-14
1991,11,Female,186572.34,27.0529893,1.45e-4,5-14
1991,11,Male,196637.15,42.0803501,2.14e-4,5-14
1991,12,Female,184644.19,28.98913783,1.57e-4,5-14
1991,12,Male,194700.3,39.9135615,2.05e-4,5-14
1991,13,Female,182644.4,29.9536816,1.64e-4,5-14
1991,13,Male,192492.85,63.9076262,3.32e-4,5-14
1991,14,Female,183263.58,41.96735982,2.29e-4,5-14
1991,14,Male,193132.64,73.00413792,3.78e-4,5-14
1991,15,Female,186693.77,48.913767740000004,2.62e-4,15-24
1991,15,Male,197279.87,91.93241942,4.66e-4,15-24
1991,16,Female,186124.4,78.9167456,4.24e-4,15-24
1991,16,Male,197005.57,156.02841143999999,7.92e-4,15-24
1991,17,Female,184184.34,67.04309976,3.64e-4,15-24
1991,17,Male,195224.06,171.99239685999999,8.81e-4,15-24
1991,18,Female,187653.55,78.06387679999999,4.16e-4,15-24
1991,18,Male,198550.69,231.90720592,0.001168,15-24
1991,19,Female,192551.39,71.05146291000001,3.69e-4,15-24
1991,19,Male,202432.65,260.93568584999997,0.001289,15-24
1991,20,Female,202687.63,68.91379420000001,3.4e-4,15-24
1991,20,Male,211638.2,288.0395902,0.001361,15-24
1991,21,Female,203024.81,76.94640299,3.79e-4,15-24
1991,21,Male,211123.73,253.98184719000002,0.001203,15-24
1991,22,Female,203197.73,69.08722820000001,3.4e-4,15-24
1991,22,Male,210488.62,233.01090233999997,0.001107,15-24
1991,23,Female,205491.57,68.01770967,3.31e-4,15-24
1991,23,Male,211817.51,241.04832638,0.001138,15-24
1991,24,Female,212803.6,78.09892119999999,3.67e-4,15-24
1991,24,Male,219056.61,240.08604455999998,0.001096,15-24
1991,25,Female,225727.64,93.90269824,4.16e-4,25-34
1991,25,Male,232369.41,257.93004510000003,0.00111,25-34
1991,26,Female,243406.45,88.1131349,3.62e-4,25-34
1991,26,Male,250886.69,288.01792012,0.001148,25-34
1991,27,Female,252321.66,118.08653688,4.68e-4,25-34
1991,27,Male,259274.34,332.90825256,0.001284,25-34
1991,28,Female,258222.88,122.91409088,4.76e-4,25-34
1991,28,Male,264597.71,289.99909016000004,0.001096,25-34
1991,29,Female,258547.99,132.89366686,5.14e-4,25-34
1991,29,Male,264211.5,332.90649,0.00126,25-34
1991,30,Female,261007.98,125.02282242,4.79e-4,25-34
1991,30,Male,265704.22,323.09633152,0.001216,25-34
1991,31,Female,258140.57,141.9773135,5.5e-4,25-34
1991,31,Male,261886.87,331.02500368,0.001264,25-34
1991,32,Female,257043.93,142.91642507999998,5.56e-4,25-34
1991,32,Male,260451.6,339.1079832,0.001302,25-34
1991,33,Female,254542.59,127.01675241,4.99e-4,25-34
1991,33,Male,256966.85,337.91140775,0.001315,25-34
1991,34,Female,250931.01,144.03439974,5.74e-4,25-34
1991,34,Male,252835.95,350.9362986,0.001388,25-34
1991,35,Female,244265.4,178.0694766,7.29e-4,35-44
1991,35,Male,245184.32,392.04972768,0.001599,35-44
1991,36,Female,242842.51,179.94629991000002,7.41e-4,35-44
1991,36,Male,242885.28,339.06785088000004,0.001396,35-44
1991,37,Female,237402.67,175.91537847,7.41e-4,35-44
1991,37,Male,236431.28,338.0967304,0.00143,35-44
1991,38,Female,228060.96,184.95743855999999,8.11e-4,35-44
1991,38,Male,227250.27,402.91472871,0.001773,35-44
1991,39,Female,220756.96,220.09468912,9.97e-4,35-44
1991,39,Male,220788.8,377.1072704,0.001708,35-44
1991,40,Female,217693.53,234.89131887000002,0.001079,35-44
1991,40,Male,218637.64,411.0387632,0.00188,35-44
1991,41,Female,213067.61,261.00782224999995,0.001225,35-44
1991,41,Male,213970.14,388.99771452,0.001818,35-44
1991,42,Female,210707.39,235.99227679999998,0.00112,35-44
1991,42,Male,211910.99,471.07813077000003,0.002223,35-44
1991,43,Female,208679.71,295.07310993999994,0.001414,35-44
1991,43,Male,210502.56,468.99970368,0.002228,35-44
1991,44,Female,207624.28,309.98305003999997,0.001493,35-44
1991,44,Male,210040.58,508.08816302,0.002419,35-44
1991,45,Female,183585.91,273.91017772000004,0.001492,45-54
1991,45,Male,186176.66,541.96025726,0.002911,45-54
1991,46,Female,171635.55,298.9891281,0.001742,45-54
1991,46,Male,174584.93,515.0255434999999,0.00295,45-54
1991,47,Female,165476.32,327.97406623999996,0.001982,45-54
1991,47,Male,168351.7,569.0287460000001,0.00338,45-54
1991,48,Female,160517.81,377.05633568999997,0.002349,45-54
1991,48,Male,163431.12,631.9881410400001,0.003867,45-54
1991,49,Female,151025.43,381.03715989,0.002523,45-54
1991,49,Male,153572.49,645.9258929399999,0.004206,45-54
1991,50,Female,145477.08,363.98365415999996,0.002502,45-54
1991,50,Male,147508.22,637.9730515,0.004325,45-54
1991,51,Female,136181.86,414.9461274199999,0.003047,45-54
1991,51,Male,137838.66,670.03372626,0.004861,45-54
1991,52,Female,133314.94,413.9428887,0.003105,45-54
1991,52,Male,134859.74,729.05175444,0.005406,45-54
1991,53,Female,128344.32,452.02869504,0.003522,45-54
1991,53,Male,129386.79,819.0183807,0.00633,45-54
1991,54,Female,125320.4,497.02070639999994,0.003966,45-54
1991,54,Male,125819.53,855.95026259,0.006803,45-54
1991,55,Female,125315.31,514.0434016199999,0.004102,55-64
1991,55,Male,125000.73,902.00526768,0.007216,55-64
1991,56,Female,123326.51,618.97575369,0.005019,55-64
1991,56,Male,123048.83,1045.05371319,0.008493,55-64
1991,57,Female,121512.44,610.9645483200001,0.005028,55-64
1991,57,Male,121124.45,1074.9794937499998,0.008875,55-64
1991,58,Female,124104.78,710.00344638,0.005721,55-64
1991,58,Male,123470.58,1291.99614912,0.010464,55-64
1991,59,Female,125066.36,821.0606534,0.006565,55-64
1991,59,Male,123499.1,1450.9909259,0.011749,55-64
1991,60,Female,125097.04,833.02118936,0.006659,55-64
1991,60,Male,122325.44,1501.0554742400002,0.012271,55-64
1991,61,Female,124439.51,946.9846710999999,0.00761,55-64
1991,61,Male,119991.4,1706.9976564,0.014226,55-64
1991,62,Female,121510.35,988.9727386500001,0.008139,55-64
1991,62,Male,115404.8,1823.0496256,0.015797,55-64
1991,63,Female,120882.31,1083.9516737699998,0.008967,55-64
1991,63,Male,112554.55,1953.0465516,0.017352,55-64
1991,64,Female,119945.26,1178.9419605399999,0.009829,55-64
1991,64,Male,109184.58,2089.02856914,0.019133,55-64
1991,65,Female,120738.21,1302.0408566400001,0.010784,65-74
1991,65,Male,107076.35,2275.05120845,0.021247,65-74
1991,66,Female,119828.77,1425.962363,0.0119,65-74
1991,66,Male,103623.74,2349.0465620600003,0.022669,65-74
1991,67,Female,116808.45,1577.0308834500001,0.013501,65-74
1991,67,Male,98839.73,2527.0353769099997,0.025567,65-74
1991,68,Female,115295.62,1639.0425339199999,0.014216,65-74
1991,68,Male,95586.86,2538.97817532,0.026562,65-74
1991,69,Female,114225.78,1819.0455465000002,0.015925,65-74
1991,69,Male,93095.87,2862.9772901099996,0.030753,65-74
1991,70,Female,110150.96,1916.95715688,0.017403,65-74
1991,70,Male,88315.67,2857.0119244999996,0.03235,65-74
1991,71,Female,101613.14,1936.03515642,0.019053,65-74
1991,71,Male,79951.63,2827.9691047300003,0.035371,65-74
1991,72,Female,91991.57,1833.0240238200001,0.019926,65-74
1991,72,Male,70986.91,2660.02149152,0.037472,65-74
1991,73,Female,85481.69,1971.97710661,0.023069,65-74
1991,73,Male,64741.19,2781.0225576400003,0.042956,65-74
1991,74,Female,82453.05,2099.00729385,0.025457,65-74
1991,74,Male,61368.42,3017.97615876,0.049178,65-74
1991,75,Female,80866.96,2289.0201697600005,0.028306,75-84
1991,75,Male,58923.66,3151.0016421600003,0.053476,75-84
1991,76,Female,78859.7,2573.9806080000003,0.03264,75-84
1991,76,Male,56136.08,3249.9983516,0.057895,75-84
1991,77,Female,74786.22,2609.96429178,0.034899,75-84
1991,77,Male,51961.13,3357.00076478,0.064606,75-84
1991,78,Female,68820.74,2691.02857548,0.039102,75-84
1991,78,Male,46590.47,3216.0003726900004,0.069027,75-84
1991,79,Female,63326.59,2785.99000046,0.043994,75-84
1991,79,Male,41500.96,3120.0006718399995,0.075179,75-84
1991,80,Female,56054.54,2825.9896341000003,0.050415,75-84
1991,80,Male,35417.35,3027.01465245,0.085467,75-84
1991,81,Female,51528.58,2783.00707722,0.054009,75-84
1991,81,Male,31381.03,2907.01309508,0.092636,75-84
1991,82,Female,46792.46,2836.9800573400003,0.060629,75-84
1991,82,Male,27286.85,2803.996706,0.10276,75-84
1991,83,Female,42340.54,2933.01388688,0.069272,75-84
1991,83,Male,23646.59,2750.00383064,0.116296,75-84
1991,84,Female,37434.66,2885.98767804,0.077094,75-84
1991,84,Male,19808.1,2516.9954588999994,0.127069,75-84
1991,85,Female,33270.89,2889.01119137,0.086833,85+
1991,85,Male,16758.89,2273.99702521,0.135689,85+
1991,86,Female,29294.89,2851.00798969,0.097321,85+
1991,86,Male,14360.5,2124.9949874999998,0.147975,85+
1991,87,Female,25406.76,2739.0011685599998,0.107806,85+
1991,87,Male,11917.43,1938.00054917,0.162619,85+
1991,88,Female,21711.23,2569.00300098,0.118326,85+
1991,88,Male,9763.62,1686.0014288400002,0.172682,85+
1991,89,Female,17972.61,2335.0014912,0.12992,85+
1991,89,Male,7693.69,1508.00170845,0.196005,85+
1991,90,Female,15105.23,2318.00328011,0.153457,85+
1991,90,Male,6021.4,1308.9981673999998,0.217391,85+
1991,91,Female,12345.18,2103.001413,0.17035,85+
1991,91,Male,4610.18,1056.9990195,0.229275,85+
1991,92,Female,9886.76,1837.9981177999998,0.185905,85+
1991,92,Male,3413.84,842.99999424,0.246936,85+
1991,93,Female,7938.7,1654.9966663999999,0.208472,85+
1991,93,Male,2555.38,700.00035416,0.273932,85+
1991,94,Female,6223.19,1353.00240747,0.217413,85+
1991,94,Male,1858.41,510.99956406,0.274966,85+
1991,95,Female,4791.66,1153.00277082,0.240627,85+
1991,95,Male,1370.11,419.99899983999995,0.306544,85+
1991,96,Female,3493.89,949.99917267,0.271903,85+
1991,96,Male,1008.65,377.99864805,0.374757,85+
1991,97,Female,2537.68,712.0019529599999,0.280572,85+
1991,97,Male,698.93,253.00147711999998,0.361984,85+
1991,98,Female,1817.04,593.0000892,0.326355,85+
1991,98,Male,483.56,171.9998742,0.355695,85+
1991,99,Female,1283.34,452.9997699,0.352985,85+
1991,99,Male,327.33,129.99878217,0.397149,85+
1991,100,Female,866.96,297.00055592,0.342577,85+
1991,100,Male,218.89,97.00154128,0.443152,85+
1992,0,Female,196199.69,1042.99755204,0.005316,0
1992,0,Male,206461.35,1389.0719628,0.006728,0
1992,1,Female,198565.74,88.95745151999999,4.48e-4,1-4
1992,1,Male,208296.41,81.02730349000001,3.89e-4,1-4
1992,2,Female,198435.35,56.95094545,2.87e-4,1-4
1992,2,Male,208552.11,75.0787596,3.6e-4,1-4
1992,3,Female,191747.54,40.07523586000001,2.09e-4,1-4
1992,3,Male,200836.21,72.10019939,3.59e-4,1-4
1992,4,Female,186807.36,28.9551408,1.55e-4,1-4
1992,4,Male,195429.44,41.0401824,2.1e-4,1-4
1992,5,Female,188213.89,44.983119710000004,2.39e-4,5-14
1992,5,Male,196902.28,48.04415632,2.44e-4,5-14
1992,6,Female,190903.9,46.962359400000004,2.46e-4,5-14
1992,6,Male,200269.44,54.0727488,2.7e-4,5-14
1992,7,Female,191285.37,26.01481032,1.36e-4,5-14
1992,7,Male,201203.88,38.02753332,1.89e-4,5-14
1992,8,Female,189985.96,22.98830116,1.21e-4,5-14
1992,8,Male,199967.03,39.993406,2e-4,5-14
1992,9,Female,189319.69,31.995027609999998,1.69e-4,5-14
1992,9,Male,199046.81,38.01794071,1.91e-4,5-14
1992,10,Female,189605.09,21.99419044,1.16e-4,5-14
1992,10,Male,199639.5,35.93511,1.8e-4,5-14
1992,11,Female,190451.14,23.99684364,1.26e-4,5-14
1992,11,Male,200439.9,35.0769825,1.75e-4,5-14
1992,12,Female,188678.56,30.94328384,1.64e-4,5-14
1992,12,Male,198834.17,53.08872339,2.67e-4,5-14
1992,13,Female,186540.7,33.9504074,1.82e-4,5-14
1992,13,Male,196992.13,47.08111907,2.39e-4,5-14
1992,14,Female,184298.79,30.962196719999998,1.68e-4,5-14
1992,14,Male,194796.18,66.03590502,3.39e-4,5-14
1992,15,Female,185016.99,49.029502349999994,2.65e-4,15-24
1992,15,Male,195606.66,82.93722384,4.24e-4,15-24
1992,16,Female,188660.6,73.9549552,3.92e-4,15-24
1992,16,Male,199486.32,142.03425984,7.12e-4,15-24
1992,17,Female,187857.13,71.94928079,3.83e-4,15-24
1992,17,Male,198997.41,139.09918959,6.99e-4,15-24
1992,18,Female,186270.09,65.00826141,3.49e-4,15-24
1992,18,Male,196604.3,208.99037089999996,0.001063,15-24
1992,19,Female,189712,62.984384,3.32e-4,15-24
1992,19,Male,199749.42,257.07750354,0.001287,15-24
1992,20,Female,193787.3,79.06521839999999,4.08e-4,15-24
1992,20,Male,202719.92,225.01911120000003,0.00111,15-24
1992,21,Female,204060.21,85.09310757,4.17e-4,15-24
1992,21,Male,212107.97,226.9555279,0.00107,15-24
1992,22,Female,204571.92,76.91904192,3.76e-4,15-24
1992,22,Male,212144.4,226.994508,0.00107,15-24
1992,23,Female,205092.37,73.01288371999999,3.56e-4,15-24
1992,23,Male,211624.75,228.9779795,0.001082,15-24
1992,24,Female,206812.23,81.07039416,3.92e-4,15-24
1992,24,Male,212691.76,235.02439480000004,0.001105,15-24
1992,25,Female,214241.16,80.98315848,3.78e-4,25-34
1992,25,Male,219944.5,250.95667450000002,0.001141,25-34
1992,26,Female,226842.39,88.01484732,3.88e-4,25-34
1992,26,Male,233186.48,260.00292520000005,0.001115,25-34
1992,27,Female,244909.05,105.06598244999999,4.29e-4,25-34
1992,27,Male,251304.51,298.04714886,0.001186,25-34
1992,28,Female,253572.75,113.0934465,4.46e-4,25-34
1992,28,Male,259985.37,309.12260492999997,0.001189,25-34
1992,29,Female,259502.14,108.99089880000001,4.2e-4,25-34
1992,29,Male,265656.51,342.96255441000005,0.001291,25-34
1992,30,Female,259636.65,126.96232184999998,4.89e-4,25-34
1992,30,Male,264796.84,337.08637732000005,0.001273,25-34
1992,31,Female,261766.52,106.01544059999999,4.05e-4,25-34
1992,31,Male,266320.78,341.95588152000005,0.001284,25-34
1992,32,Female,258851.16,140.03847756000002,5.41e-4,25-34
1992,32,Male,262655.57,336.98709631,0.001283,25-34
1992,33,Female,258509.83,122.01663975999999,4.72e-4,25-34
1992,33,Male,260806.14,385.9930872,0.00148,25-34
1992,34,Female,254982.85,139.98558465,5.49e-4,25-34
1992,34,Male,257252.01,369.92839038,0.001438,25-34
